"id","state_code","bucket","title","summary","url","published_date","agency","item_type","relevance_score","raw_json","fetched_at","created_at"
"1e79a9f5-748c-40b0-8fc7-d65b53b51f11","CA","procurement","Am I required to take a Fitness for Duty Exam in California?","A fitness for duty examination is permitted under both the Federal Americans with Disabilities (ADA) Act and the California Fair Employment and ...","https://www.employmentattorneyca.com/am-i-required-to-take-a-fitness-for-duty-exam-in-california",,"California","legislation","0","{""title"":""Am I required to take a Fitness for Duty Exam in California?"",""link"":""https://www.employmentattorneyca.com/am-i-required-to-take-a-fitness-for-duty-exam-in-california"",""snippet"":""A fitness for duty examination is permitted under both the Federal Americans with Disabilities (ADA) Act and the California Fair Employment and ..."",""date"":""May 28, 2013""}","2026-05-31 23:22:46.25498","2026-05-31 23:22:46.25498"
"22d2e573-3514-4aa5-9782-786e3e989541","TX","procurement","DCHHS Clinical Services | Sexual Health Mobile Medical Unit","To request our services please call (214) 819-2135. Please see the calendar below for dates and locations of off-site testing events (mobile medical unit).","https://www.dallascounty.org/departments/dchhs/clinical-services/sexual-health-mmu.php",,"Texas","news","20","{""title"":""DCHHS Clinical Services | Sexual Health Mobile Medical Unit"",""link"":""https://www.dallascounty.org/departments/dchhs/clinical-services/sexual-health-mmu.php"",""snippet"":""To request our services please call (214) 819-2135. Please see the calendar below for dates and locations of off-site testing events (mobile medical unit).""}","2026-06-24 05:00:28.826564","2026-06-24 05:00:28.826564"
"24f451f5-1ad5-4ac7-a89e-7f15a4325db5","CA","procurement","Request for Proposal #24-049 - DHCS - CA.gov","The California Department of Health Care Services (DHCS) is releasing Request for Proposal (RFP) #24-049, for the Centers for Medicare & Medicaid Services (CMS) ...","https://www.dhcs.ca.gov/providers-partners/procurement-and-contracting-division/request-for-proposal-24-049/",,"California","rfp","10","{""title"":""Request for Proposal #24-049 - DHCS - CA.gov"",""link"":""https://www.dhcs.ca.gov/providers-partners/procurement-and-contracting-division/request-for-proposal-24-049/"",""snippet"":""The California Department of Health Care Services (DHCS) is releasing Request for Proposal (RFP) #24-049, for the Centers for Medicare & Medicaid Services (CMS) ...""}","2026-05-31 23:22:45.429364","2026-05-31 23:22:45.429364"
"2547633c-36c1-41a2-ba69-17ad779e4f95","TX","procurement","[PDF] public notice - Webb County","successfully earn a State of Texas Class A Commercial Driver's License. ... o DOT Physical Examination o DOT Urinalysis Drug Screen o ...","https://www.webbcountytx.gov/PurchasingAgent/PublicNoticeRFP/RFP2015-01-1.pdf",,"Texas","notice","10","{""title"":""[PDF] public notice - Webb County"",""link"":""https://www.webbcountytx.gov/PurchasingAgent/PublicNoticeRFP/RFP2015-01-1.pdf"",""snippet"":""successfully earn a State of Texas Class A Commercial Driver's License. ... o DOT Physical Examination o DOT Urinalysis Drug Screen o ..."",""date"":""Jan 1, 2015""}","2026-06-24 05:00:28.106845","2026-06-24 05:00:28.106845"
"25fc8077-64a7-4346-bf79-07395a541c81","CA","procurement","[DOC] 2803_902375PreEmploymentQA.docx - Alameda County","A10) The RFP is 2803_902375 Pre-Employment Exam Occupational. Page 6 of the ... Northern California Drug Test. Mersedeh Eghdami. ( 510 ) 491-5782. 26250 ...","https://www.acgov.org/gsaapp/purchasing/bidContent_ftp/rfpDocs/2803_902375PreEmploymentQA.docx",,"California","rfp","20","{""title"":""[DOC] 2803_902375PreEmploymentQA.docx - Alameda County"",""link"":""https://www.acgov.org/gsaapp/purchasing/bidContent_ftp/rfpDocs/2803_902375PreEmploymentQA.docx"",""snippet"":""A10) The RFP is 2803_902375 Pre-Employment Exam Occupational. Page 6 of the ... Northern California Drug Test. Mersedeh Eghdami. ( 510 ) 491-5782. 26250 ...""}","2026-05-31 23:22:45.360495","2026-05-31 23:22:45.360495"
"26967d8b-3adf-4e88-a0a1-d413bb46f1ba","CA","procurement","employee drug testing program Bids, RFP & Government Contracts","The County of Los Angeles is looking for qualified companies to provide Occupational Health Medical Examination Services for job applicants and employees. ... ( ...","https://www.instantmarkets.com/q/employee_drug_testing_program?ot=Bid%20Notification,Pre-Bid%20Notification&pg=1&os=Active",,"California","rfp","60","{""title"":""employee drug testing program Bids, RFP & Government Contracts"",""link"":""https://www.instantmarkets.com/q/employee_drug_testing_program?ot=Bid%20Notification,Pre-Bid%20Notification&pg=1&os=Active"",""snippet"":""The County of Los Angeles is looking for qualified companies to provide Occupational Health Medical Examination Services for job applicants and employees. ... ( ...""}","2026-05-31 23:22:44.74143","2026-05-31 23:22:44.74143"
"28d8089f-7628-4c46-8d80-ae792a7e93bc","CA","procurement","psychological fitness for duty Bids, RFP & Government Contracts","RFA for intensive mental health services for 24-hour residential and acute psychiatric inpatient treatments. Agency: Los Angeles County (California, United ...","https://www.instantmarkets.com/q/psychological_fitness_for_duty%3Fot%3DBid%2520Notification,Pre-Bid%2520Notification,Award,Contract&pg%3D4&os%3DActive,Archived",,"California","rfp","30","{""title"":""psychological fitness for duty Bids, RFP & Government Contracts"",""link"":""https://www.instantmarkets.com/q/psychological_fitness_for_duty%3Fot%3DBid%2520Notification,Pre-Bid%2520Notification,Award,Contract&pg%3D4&os%3DActive,Archived"",""snippet"":""RFA for intensive mental health services for 24-hour residential and acute psychiatric inpatient treatments. Agency: Los Angeles County (California, United ...""}","2026-05-31 23:22:46.472163","2026-05-31 23:22:46.472163"
"2d7f148a-b929-483d-9b22-c1241d1962af","IN","procurement","Employment Physicals 2026-2031 - Sweetspot","... Indiana for the period of 2026-2031. The services required include a range of physical examinations such as pre-appointment, fitness-for-duty, and ...","https://console.sweetspotgov.com/federal-contracts/05a89555-f586-5dbe-8b68-5c20ff821616",,"Indiana","news","0","{""title"":""Employment Physicals 2026-2031 - Sweetspot"",""link"":""https://console.sweetspotgov.com/federal-contracts/05a89555-f586-5dbe-8b68-5c20ff821616"",""snippet"":""... Indiana for the period of 2026-2031. The services required include a range of physical examinations such as pre-appointment, fitness-for-duty, and ...""}","2026-04-14 03:37:37.458217","2026-04-14 03:37:37.458217"
"314e96b6-818f-406b-953e-6322a7db0fc5","TX","procurement","Competitive Thresholds - RoSP Category - NASPO",": Texas Procurement and Contract Management Guide Version 3.0 pg.33. Citation Language 2: (a) General delegation. The purchase of the following goods and ...","https://www.naspo.org/research-and-innovation/rosp-category/competitive-thresholds/",,"Texas","legislation","20","{""title"":""Competitive Thresholds - RoSP Category - NASPO"",""link"":""https://www.naspo.org/research-and-innovation/rosp-category/competitive-thresholds/"",""snippet"":"": Texas Procurement and Contract Management Guide Version 3.0 pg.33. Citation Language 2: (a) General delegation. The purchase of the following goods and ...""}","2026-06-24 05:00:29.548433","2026-06-24 05:00:29.548433"
"3fe0666a-947a-4217-a692-5da36d5d9b48","TX","procurement","Naspo ValuePoint - Grainger Industrial Supply","... contract cooperative. NASPO ValuePoint is a unified non-profit, nationally ... Texas, Utah, Vermont, Virginia, Washington, Washington, D.C., West Virginia ...","https://www.grainger.com/content/mc/clp-naspo/naspo",,"Texas","legislation","10","{""title"":""Naspo ValuePoint - Grainger Industrial Supply"",""link"":""https://www.grainger.com/content/mc/clp-naspo/naspo"",""snippet"":""... contract cooperative. NASPO ValuePoint is a unified non-profit, nationally ... Texas, Utah, Vermont, Virginia, Washington, Washington, D.C., West Virginia ...""}","2026-06-24 05:00:29.402229","2026-06-24 05:00:29.402229"
"4031d96a-7f53-45f4-817e-678100c6ce89","CA","procurement","Requests for Proposals (RFPs) - Tri-City Medical Center","Sitemap · Privacy Policy · Notice of Non-Discrimination · Sitemap. Tri-City Medical Center is administered by Tri-City Healthcare District (A California ...","https://tricitymed.org/about-us/requests-for-proposals-rfps/",,"California","rfp","10","{""title"":""Requests for Proposals (RFPs) - Tri-City Medical Center"",""link"":""https://tricitymed.org/about-us/requests-for-proposals-rfps/"",""snippet"":""Sitemap · Privacy Policy · Notice of Non-Discrimination · Sitemap. Tri-City Medical Center is administered by Tri-City Healthcare District (A California ...""}","2026-05-31 23:22:45.84252","2026-05-31 23:22:45.84252"
"4263efdd-4723-4cf3-940f-d946ca712de9","IN","procurement","[PDF] Certification of Registration for Out-of- State Mobile Health Care Entity","applicant entity and the mobile medical unit manager. ... of Authority” to do business in the State of Indiana signed by the Indiana Secretary of State.","https://www.in.gov/health/files/AC_MOOS_Mobile_CHOW_Application_Instruction_Letter.pdf",,"Indiana","news","10","{""title"":""[PDF] Certification of Registration for Out-of- State Mobile Health Care Entity"",""link"":""https://www.in.gov/health/files/AC_MOOS_Mobile_CHOW_Application_Instruction_Letter.pdf"",""snippet"":""applicant entity and the mobile medical unit manager. ... of Authority” to do business in the State of Indiana signed by the Indiana Secretary of State.""}","2026-04-14 03:37:37.448535","2026-04-14 03:37:37.448535"
"42660edf-ed86-4c8c-afc0-a642cc4b27f1","TX","procurement","Texas Army National Guard: Mobile Medical and Dental Readiness ...","Texas Army National Guard: Mobile Medical and Dental Readiness Services- IDIQ. Location: Texas. Posted: Jun 12, 2026. Due: Jun 22, 2026. Agency ...","https://www.governmentcontracts.us/government-contracts/opportunity-details/46104992882100159.htm?cts=8d383",,"Texas","news","10","{""title"":""Texas Army National Guard: Mobile Medical and Dental Readiness ..."",""link"":""https://www.governmentcontracts.us/government-contracts/opportunity-details/46104992882100159.htm?cts=8d383"",""snippet"":""Texas Army National Guard: Mobile Medical and Dental Readiness Services- IDIQ. Location: Texas. Posted: Jun 12, 2026. Due: Jun 22, 2026. Agency ..."",""date"":""Jun 12, 2026""}","2026-06-24 05:00:28.538284","2026-06-24 05:00:28.538284"
"4b91e1a8-d241-4b24-92a7-b84d688689e9","IN","procurement","Mobile Medical Unit Driver - Registrar in Mishawaka, Indiana, 46545","Apply for Mobile Medical Unit Driver - Registrar job with Trinity Health in Mishawaka, Indiana, 46545. Browse and apply for Community Health & Well-Being ...","https://jobs.trinity-health.org/job/TRHEUS00527998SJHSENUS/Mobile-Medical-Unit-Driver-Registrar",,"Indiana","news","10","{""title"":""Mobile Medical Unit Driver - Registrar in Mishawaka, Indiana, 46545"",""link"":""https://jobs.trinity-health.org/job/TRHEUS00527998SJHSENUS/Mobile-Medical-Unit-Driver-Registrar"",""snippet"":""Apply for Mobile Medical Unit Driver - Registrar job with Trinity Health in Mishawaka, Indiana, 46545. Browse and apply for Community Health & Well-Being ...""}","2026-04-14 03:37:37.450424","2026-04-14 03:37:37.450424"
"4de060d2-55ce-4cfc-9dd3-821b5f2c76c4","IN","procurement","NTUA RECEIVES SAFETY AWARD NTUA has earned the American ...","A thorough background check, Medical Questionnaire, DOT Physical ... Indiana Kentucky Electric Corporation , ODP- Virginia, LG&E and KU ...","https://www.facebook.com/NTUAHome/posts/ntua-receives-safety-awardntua-has-earned-the-american-public-power-associations/1638997491283188/",,"Indiana","award","20","{""title"":""NTUA RECEIVES SAFETY AWARD NTUA has earned the American ..."",""link"":""https://www.facebook.com/NTUAHome/posts/ntua-receives-safety-awardntua-has-earned-the-american-public-power-associations/1638997491283188/"",""snippet"":""A thorough background check, Medical Questionnaire, DOT Physical ... Indiana Kentucky Electric Corporation , ODP- Virginia, LG&E and KU ..."",""date"":""Apr 3, 2026""}","2026-04-14 03:37:37.437472","2026-04-14 03:37:37.437472"
"4e5dbbd2-9860-43d1-bf31-0482089e852d","CA","procurement","Purchasing Contracts | KI","#N-2025-FURN-0007 NASPO MA3968 PA Shirley Aldaba. Alabama. Alabama, State of ... California Community Colleges, Foundation for (FCCC). Master Agreement No ...","https://www.ki.com/how-to-buy/purchasing-contracts/",,"California","legislation","10","{""title"":""Purchasing Contracts | KI"",""link"":""https://www.ki.com/how-to-buy/purchasing-contracts/"",""snippet"":""#N-2025-FURN-0007 NASPO MA3968 PA Shirley Aldaba. Alabama. Alabama, State of ... California Community Colleges, Foundation for (FCCC). Master Agreement No ...""}","2026-05-31 23:22:46.8848","2026-05-31 23:22:46.8848"
"503f507c-67bc-42fa-a063-cdcc9fb571dc","IN","procurement","[PDF] Brawley City Council","and/or services to OMNIA and entities that access OMNIA'S cooperative purchasing contracts ... State of Indiana. State of Mississippi. State of ...","https://www.brawley-ca.gov/assets/meetings/city-council/20251021-meeting-agenda.pdf",,"Indiana","legislation","10","{""title"":""[PDF] Brawley City Council"",""link"":""https://www.brawley-ca.gov/assets/meetings/city-council/20251021-meeting-agenda.pdf"",""snippet"":""and/or services to OMNIA and entities that access OMNIA'S cooperative purchasing contracts ... State of Indiana. State of Mississippi. State of ..."",""date"":""Oct 21, 2025""}","2026-04-14 03:37:37.500406","2026-04-14 03:37:37.500406"
"50b70a6f-d2e2-478d-a50b-f438e48481a6","IN","procurement","[PDF] The Playbook | Public Safety Medical","The Indiana Fire Chief's Association is proud to partner with the Professional. Firefighter's Union of Indiana and Public Safety Medical in encouraging our ...","https://publicsafetymed.com/wp-content/uploads/2017/02/ThePlaybook-WellnessFitnessGuide.pdf",,"Indiana","safety","0","{""title"":""[PDF] The Playbook | Public Safety Medical"",""link"":""https://publicsafetymed.com/wp-content/uploads/2017/02/ThePlaybook-WellnessFitnessGuide.pdf"",""snippet"":""The Indiana Fire Chief's Association is proud to partner with the Professional. Firefighter's Union of Indiana and Public Safety Medical in encouraging our ...""}","2026-04-14 03:37:37.442814","2026-04-14 03:37:37.442814"
"5197597a-f9ae-46ac-a076-fce9d9224dfa","CA","procurement","California Court of Appeal Upholds Requirement of Fitness for Duty ...","On September 2, 2014, a California appellate court upheld an order requiring a college math professor to undergo a “fitness for duty ...","https://www.aalrr.com/Labor-Employment-Law-Blog/california-court-of-appeal-upholds-requirement-of-fitness-for-duty-exam",,"California","news","0","{""title"":""California Court of Appeal Upholds Requirement of Fitness for Duty ..."",""link"":""https://www.aalrr.com/Labor-Employment-Law-Blog/california-court-of-appeal-upholds-requirement-of-fitness-for-duty-exam"",""snippet"":""On September 2, 2014, a California appellate court upheld an order requiring a college math professor to undergo a “fitness for duty ..."",""date"":""Sep 11, 2014""}","2026-05-31 23:22:46.048438","2026-05-31 23:22:46.048438"
"529ff70d-6011-40c2-b9b9-cb0dc11b5aa9","TX","procurement","State, Local & Cooperative Contracts - John Deere","NASPO ValuePoint Ground Maintenance Equipment Contract #N-2025-GME-0001 ... BuyBoard (Administered by Texas Association of School Boards) – Contract #515-16.","https://www.deere.com/en/government-and-military-sales/state-and-local-purchasing/",,"Texas","legislation","10","{""title"":""State, Local & Cooperative Contracts - John Deere"",""link"":""https://www.deere.com/en/government-and-military-sales/state-and-local-purchasing/"",""snippet"":""NASPO ValuePoint Ground Maintenance Equipment Contract #N-2025-GME-0001 ... BuyBoard (Administered by Texas Association of School Boards) – Contract #515-16.""}","2026-06-24 05:00:29.25884","2026-06-24 05:00:29.25884"
"53025504-8d66-41c3-a345-6f3e77946316","TX","procurement","Rfp-Od-419-25 Drug Testing And Related Services - HigherGov","Rfp-Od-419-25 Drug Testing And Related Services. ID: RFP-OD-419.25 • State: Texas ... state regulations regarding drug testing. Specific requirements will ...","https://www.highergov.com/sl/contract-opportunity/tx-rfp-od-419-25-drug-testing-and-related-s-43281220/",,"Texas","rfp","20","{""title"":""Rfp-Od-419-25 Drug Testing And Related Services - HigherGov"",""link"":""https://www.highergov.com/sl/contract-opportunity/tx-rfp-od-419-25-drug-testing-and-related-s-43281220/"",""snippet"":""Rfp-Od-419-25 Drug Testing And Related Services. ID: RFP-OD-419.25 • State: Texas ... state regulations regarding drug testing. Specific requirements will ...""}","2026-06-24 05:00:26.946748","2026-06-24 05:00:26.946748"
"53c00400-b344-4a74-9375-9ff4ad4604ff","TX","procurement","Drug Testing Services - Bid Information - Treasury, Department Of The","The contractor shall provide drug testing services for the Bureau of Engraving and Printing (BEP) in Fort Worth, Texas and Washington, D.C. ...","https://www.bidnetdirect.com/texas/solicitations/open-bids/statewide/Drug-Testing-Services/2569049752",,"Texas","legislation","30","{""title"":""Drug Testing Services - Bid Information - Treasury, Department Of The"",""link"":""https://www.bidnetdirect.com/texas/solicitations/open-bids/statewide/Drug-Testing-Services/2569049752"",""snippet"":""The contractor shall provide drug testing services for the Bureau of Engraving and Printing (BEP) in Fort Worth, Texas and Washington, D.C. ...""}","2026-06-24 05:00:26.87145","2026-06-24 05:00:26.87145"
