"id","bucket","source_type","agency","component","office","region_country","title","summary","date_posted","status","contractor_incumbent","related_ref","budget_signal","oversight_signal","medical_travel_relevance","occu_med_score","action_tag","source_url","raw_json","fetched_at","created_at","updated_at"
"3d89587e-b5b0-5275-fc02-3dd7fb4d24b6","recompete-watch","usaspending","Department of Veterans Affairs","Department of Veterans Affairs",,,"Award: 36C10X26N0021 — LOYAL SOURCE GOVERNMENT SERVICES LLC","MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING","2026-01-01 00:00:00","recompete-window","LOYAL SOURCE GOVERNMENT SERVICES LLC","36C10X26N0021","$348,691,285.48",,,"65","pursue","https://www.usaspending.gov/award/36C10X26N0021","{""internal_id"":353911691,""Award ID"":""36C10X26N0021"",""Recipient Name"":""LOYAL SOURCE GOVERNMENT SERVICES LLC"",""Award Amount"":348691285.48,""Awarding Agency"":""Department of Veterans Affairs"",""Awarding Sub Agency"":""Department of Veterans Affairs"",""Start Date"":""2026-01-01"",""End Date"":""2026-12-31"",""Description"":""MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING"",""NAICS Code"":null,""awarding_agency_id"":561,""agency_slug"":""department-of-veterans-affairs"",""generated_internal_id"":""CONT_AWD_36C10X26N0021_3600_36C10X25D0001_3600""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"41eb60a5-05c8-5b05-a829-df84ea9fdffb","recompete-watch","usaspending","Department of Veterans Affairs","Department of Veterans Affairs",,,"Award: VA79117J0004 — TRIWEST HEALTHCARE ALLIANCE CORP","IGF::CT::IGF PATIENT CENTERED COMMUNITY CARE (PCCC).  EXPAND PROVIDER ELIGIBILITY FOR CHOICE AUTHORIZATIONS.","2016-10-01 00:00:00","recompete-window","TRIWEST HEALTHCARE ALLIANCE CORP","VA79117J0004","$421,351,174.88",,,"65","pursue","https://www.usaspending.gov/award/VA79117J0004","{""internal_id"":348777814,""Award ID"":""VA79117J0004"",""Recipient Name"":""TRIWEST HEALTHCARE ALLIANCE CORP"",""Award Amount"":421351174.88,""Awarding Agency"":""Department of Veterans Affairs"",""Awarding Sub Agency"":""Department of Veterans Affairs"",""Start Date"":""2016-10-01"",""End Date"":""2017-09-30"",""Description"":""IGF::CT::IGF PATIENT CENTERED COMMUNITY CARE (PCCC).  EXPAND PROVIDER ELIGIBILITY FOR CHOICE AUTHORIZATIONS."",""NAICS Code"":null,""awarding_agency_id"":561,""agency_slug"":""department-of-veterans-affairs"",""generated_internal_id"":""CONT_AWD_VA79117J0004_3600_VA79113D0054_3600""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"43cbfe0c-8ec0-5bc2-215f-47a4c2585d8b","recompete-watch","usaspending","Department of Veterans Affairs","Department of Veterans Affairs",,,"Award: 36C10X23N0145 — QTC MEDICAL SERVICES INC","MDE FY24 FUNDING TASK ORDER - SUBJECT TO THE AVAILABILITY OF FUNDS.","2023-10-01 00:00:00","recompete-window","QTC MEDICAL SERVICES INC","36C10X23N0145","$700,495,670.7",,,"65","pursue","https://www.usaspending.gov/award/36C10X23N0145","{""internal_id"":279981115,""Award ID"":""36C10X23N0145"",""Recipient Name"":""QTC MEDICAL SERVICES INC"",""Award Amount"":700495670.7,""Awarding Agency"":""Department of Veterans Affairs"",""Awarding Sub Agency"":""Department of Veterans Affairs"",""Start Date"":""2023-10-01"",""End Date"":""2024-09-30"",""Description"":""MDE FY24 FUNDING TASK ORDER - SUBJECT TO THE AVAILABILITY OF FUNDS."",""NAICS Code"":null,""awarding_agency_id"":561,""agency_slug"":""department-of-veterans-affairs"",""generated_internal_id"":""CONT_AWD_36C10X23N0145_3600_36C10X19D0005_3600""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"43efbde3-139d-5d3f-5242-f796cbe324c7","forecast","sam_gov","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","BETHESDA",,"Measuring mouse body composition","https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=9bfe7f904f724032948a28c0534ee41f","2026-05-29 00:00:00","active",,"75N98026Q00471",,,,"20","wait","https://sam.gov/workspace/contract/opp/9bfe7f904f724032948a28c0534ee41f/view","{""noticeId"":""9bfe7f904f724032948a28c0534ee41f"",""title"":""Measuring mouse body composition"",""solicitationNumber"":""75N98026Q00471"",""fullParentPathName"":""HEALTH AND HUMAN SERVICES, DEPARTMENT OF.NATIONAL INSTITUTES OF HEALTH.NATIONAL INSTITUTES OF HEALTH OLAO"",""fullParentPathCode"":""075.7529.75N980"",""postedDate"":""2026-05-29"",""type"":""Presolicitation"",""baseType"":""Presolicitation"",""archiveType"":""autocustom"",""archiveDate"":""2026-06-10"",""typeOfSetAsideDescription"":""Total Small Business Set-Aside (FAR 19.5)"",""typeOfSetAside"":""SBA"",""responseDeadLine"":""2026-06-09T09:00:00-04:00"",""naicsCode"":""334516"",""naicsCodes"":[""334516""],""classificationCode"":""6640"",""active"":""Yes"",""award"":null,""pointOfContact"":[{""fax"":"""",""type"":""primary"",""email"":""burtonjo@mail.nih.gov"",""phone"":"""",""title"":null,""fullName"":""John Burton""}],""description"":""https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=9bfe7f904f724032948a28c0534ee41f"",""organizationType"":""OFFICE"",""officeAddress"":{""zipcode"":""20892"",""city"":""BETHESDA"",""countryCode"":""USA"",""state"":""MD""},""placeOfPerformance"":{""state"":{""code"":""MD"",""name"":""Maryland""},""zip"":""20892"",""country"":{""code"":""USA"",""name"":""UNITED STATES""}},""additionalInfoLink"":null,""uiLink"":""https://sam.gov/workspace/contract/opp/9bfe7f904f724032948a28c0534ee41f/view"",""links"":[{""rel"":""self"",""href"":""https://api.sam.gov/prod/opportunities/v2/search?noticeid=9bfe7f904f724032948a28c0534ee41f&limit=1""}],""resourceLinks"":[""https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c661e0cf7226465ba112f50a078dabe4/download""]}","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265"
"442a1e43-52f4-5ae9-2256-27a3b2ee4f6d","incumbent-tracker","usaspending","Department of Homeland Security","U.S. Immigration and Customs Enforcement",,,"THE GEO GROUP, INC. — Healthcare","DETENTION SERVICES FOR LOS ANGELES AOR AT ADELANTO DETENTION FACILITY","2024-12-20 00:00:00","expired","THE GEO GROUP, INC.","70CDCR25FR0000009","$120,393,306.26",,,"85","monitor","https://www.usaspending.gov/award/70CDCR25FR0000009","{""internal_id"":291191371,""Award ID"":""70CDCR25FR0000009"",""Recipient Name"":""THE GEO GROUP, INC."",""Award Amount"":120393306.26,""Awarding Agency"":""Department of Homeland Security"",""Awarding Sub Agency"":""U.S. Immigration and Customs Enforcement"",""Start Date"":""2024-12-20"",""End Date"":""2025-12-19"",""Description"":""DETENTION SERVICES FOR LOS ANGELES AOR AT ADELANTO DETENTION FACILITY"",""NAICS Code"":null,""NAICS Description"":null,""awarding_agency_id"":766,""agency_slug"":""department-of-homeland-security"",""generated_internal_id"":""CONT_AWD_70CDCR25FR0000009_7012_70CDCR20D00000009_7012""}","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11"
"4622ab00-2c9d-55c5-849e-db6d3721592c","forecast","sam_gov","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","WARREN",,"Governor, Diesel Engine","https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e0157bc9519a4a2eabe8d2d25f046ee9","2026-05-29 00:00:00","active",,"SPRDL1-26-Q-0087",,,,"20","wait","https://sam.gov/workspace/contract/opp/e0157bc9519a4a2eabe8d2d25f046ee9/view","{""noticeId"":""e0157bc9519a4a2eabe8d2d25f046ee9"",""title"":""Governor, Diesel Engine"",""solicitationNumber"":""SPRDL1-26-Q-0087"",""fullParentPathName"":""DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA LAND.DLA LAND WARREN MICHIGAN.DLA LAND WARREN"",""fullParentPathCode"":""097.97AS.DLA LAND.DLA LAND WARREN MI.SPRDL1"",""postedDate"":""2026-05-29"",""type"":""Presolicitation"",""baseType"":""Sources Sought"",""archiveType"":""auto15"",""archiveDate"":""2026-06-27"",""typeOfSetAsideDescription"":""No Set aside used"",""typeOfSetAside"":""NONE"",""responseDeadLine"":""2026-06-12T15:00:00-04:00"",""naicsCode"":""336310"",""naicsCodes"":[""336310""],""classificationCode"":""2910"",""active"":""Yes"",""award"":null,""pointOfContact"":[{""fax"":"""",""type"":""primary"",""email"":""alexandra.stone@dla.mil"",""phone"":""5862307255"",""title"":null,""fullName"":""Alexandra Stone""}],""description"":""https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e0157bc9519a4a2eabe8d2d25f046ee9"",""organizationType"":""OFFICE"",""officeAddress"":{""zipcode"":""48397"",""city"":""WARREN"",""countryCode"":""USA"",""state"":""MI""},""placeOfPerformance"":{},""additionalInfoLink"":null,""uiLink"":""https://sam.gov/workspace/contract/opp/e0157bc9519a4a2eabe8d2d25f046ee9/view"",""links"":[{""rel"":""self"",""href"":""https://api.sam.gov/prod/opportunities/v2/search?noticeid=e0157bc9519a4a2eabe8d2d25f046ee9&limit=1""}],""resourceLinks"":null}","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265"
"47a47507-f311-50d1-9e68-a7ad74e65a80","forecast","sam_gov","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","WASHINGTON",,"Refurbishment of the Winfield House Cottages, London, United Kingdom","https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fb9243494245430c97d640fe1701c356","2026-05-29 00:00:00","active",,"19GE5026R0090",,,,"20","wait","https://sam.gov/workspace/contract/opp/fb9243494245430c97d640fe1701c356/view","{""noticeId"":""fb9243494245430c97d640fe1701c356"",""title"":""Refurbishment of the Winfield House Cottages, London, United Kingdom"",""solicitationNumber"":""19GE5026R0090"",""fullParentPathName"":""STATE, DEPARTMENT OF.STATE, DEPARTMENT OF.ACQUISITIONS - RPSO FRANKFURT"",""fullParentPathCode"":""019.1900.19GE50"",""postedDate"":""2026-05-29"",""type"":""Presolicitation"",""baseType"":""Presolicitation"",""archiveType"":""auto15"",""archiveDate"":""2026-06-27"",""typeOfSetAsideDescription"":""No Set aside used"",""typeOfSetAside"":""NONE"",""responseDeadLine"":""2026-06-12T15:00:00+02:00"",""naicsCode"":""236118"",""naicsCodes"":[""236118""],""classificationCode"":""Z2FA"",""active"":""Yes"",""award"":null,""pointOfContact"":[{""fax"":"""",""type"":""primary"",""email"":""GruenbeckP@state.gov"",""phone"":"""",""title"":null,""fullName"":""Patticha Gruenbeck""},{""fax"":"""",""type"":""secondary"",""email"":""CatsamakiJ@state.gov"",""phone"":"""",""title"":null,""fullName"":""Joanna Catsamaki""}],""description"":""https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fb9243494245430c97d640fe1701c356"",""organizationType"":""OFFICE"",""officeAddress"":{""zipcode"":""20520"",""city"":""WASHINGTON"",""countryCode"":""USA"",""state"":""DC""},""placeOfPerformance"":{""city"":{""code"":""London"",""name"":""London""},""country"":{""code"":""GBR"",""name"":""UNITED KINGDOM""}},""additionalInfoLink"":null,""uiLink"":""https://sam.gov/workspace/contract/opp/fb9243494245430c97d640fe1701c356/view"",""links"":[{""rel"":""self"",""href"":""https://api.sam.gov/prod/opportunities/v2/search?noticeid=fb9243494245430c97d640fe1701c356&limit=1""}],""resourceLinks"":[""https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dde9f35cbe0247e4b1129c168d00c451/download""]}","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265"
"49890e6a-ded8-564d-d137-8b35e7f076b5","recompete-watch","usaspending","Department of Homeland Security","Transportation Security Administration",,,"Award: 70T05021F5900N002 — COVENANT AVIATION SECURITY, LLC","TASK ORDER TO SUPPORT SECURITY SCREENING SERVICES AT SFO AIRPORT.","2021-02-06 00:00:00","recompete-window","COVENANT AVIATION SECURITY, LLC","70T05021F5900N002","$687,134,883.73",,,"90","pursue","https://www.usaspending.gov/award/70T05021F5900N002","{""internal_id"":291254933,""Award ID"":""70T05021F5900N002"",""Recipient Name"":""COVENANT AVIATION SECURITY, LLC"",""Award Amount"":687134883.73,""Awarding Agency"":""Department of Homeland Security"",""Awarding Sub Agency"":""Transportation Security Administration"",""Start Date"":""2021-02-06"",""End Date"":""2026-06-30"",""Description"":""TASK ORDER TO SUPPORT SECURITY SCREENING SERVICES AT SFO AIRPORT."",""NAICS Code"":null,""awarding_agency_id"":766,""agency_slug"":""department-of-homeland-security"",""generated_internal_id"":""CONT_AWD_70T05021F5900N002_7013_HSTS0516DSPP906_7013""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"4a0ac1d8-b7c6-5faa-ca2f-0c80b02f4561","recompete-watch","usaspending","Department of Veterans Affairs","Department of Veterans Affairs",,,"Award: 36C10X23N0177 — VETERANS EVALUATION SERVICES, INC","FY24 FUNDING TASK ORDER.","2023-10-01 00:00:00","recompete-window","VETERANS EVALUATION SERVICES, INC","36C10X23N0177","$381,143,278.76",,,"65","pursue","https://www.usaspending.gov/award/36C10X23N0177","{""internal_id"":279981141,""Award ID"":""36C10X23N0177"",""Recipient Name"":""VETERANS EVALUATION SERVICES, INC"",""Award Amount"":381143278.76,""Awarding Agency"":""Department of Veterans Affairs"",""Awarding Sub Agency"":""Department of Veterans Affairs"",""Start Date"":""2023-10-01"",""End Date"":""2024-09-30"",""Description"":""FY24 FUNDING TASK ORDER."",""NAICS Code"":null,""awarding_agency_id"":561,""agency_slug"":""department-of-veterans-affairs"",""generated_internal_id"":""CONT_AWD_36C10X23N0177_3600_36C10X19D0006_3600""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"4cd8e330-a75c-5a3a-2f03-60be500253db","forecast","sam_gov","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","TINKER AFB",,"ACTUATOR,ELECTROME","https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=bbc1ab0fc2e3481984a3cbaf747e94a0","2026-05-29 00:00:00","active",,"SPRTA1-26-Q-0352",,,,"20","wait","https://sam.gov/workspace/contract/opp/bbc1ab0fc2e3481984a3cbaf747e94a0/view","{""noticeId"":""bbc1ab0fc2e3481984a3cbaf747e94a0"",""title"":""ACTUATOR,ELECTROME"",""solicitationNumber"":""SPRTA1-26-Q-0352"",""fullParentPathName"":""DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AVIATION OKLAHOMA CITY.DLA AVIATION AT OKLAHOMA CITY, OK"",""fullParentPathCode"":""097.97AS.DLA AVIATION.DLA AV OKLAHOMA CITY.SPRTA1"",""postedDate"":""2026-05-29"",""type"":""Presolicitation"",""baseType"":""Presolicitation"",""archiveType"":""autocustom"",""archiveDate"":""2027-05-26"",""typeOfSetAsideDescription"":""No Set aside used"",""typeOfSetAside"":""NONE"",""responseDeadLine"":""2026-05-29T14:30:00-04:00"",""naicsCode"":""336413"",""naicsCodes"":[""336413""],""classificationCode"":""1680"",""active"":""Yes"",""award"":null,""pointOfContact"":[{""fax"":"""",""type"":""primary"",""email"":""andre.hallmon@us.af.mil"",""phone"":""(405) 555-5555"",""title"":null,""fullName"":""Andre Hallmon""}],""description"":""https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=bbc1ab0fc2e3481984a3cbaf747e94a0"",""organizationType"":""OFFICE"",""officeAddress"":{""zipcode"":""73145-3070"",""city"":""TINKER AFB"",""countryCode"":""USA"",""state"":""OK""},""placeOfPerformance"":null,""additionalInfoLink"":null,""uiLink"":""https://sam.gov/workspace/contract/opp/bbc1ab0fc2e3481984a3cbaf747e94a0/view"",""links"":[{""rel"":""self"",""href"":""https://api.sam.gov/prod/opportunities/v2/search?noticeid=bbc1ab0fc2e3481984a3cbaf747e94a0&limit=1""}],""resourceLinks"":null}","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265"
"4f463872-3f94-5e19-4a40-3bcbff998f76","incumbent-tracker","usaspending","Department of State","Department of State",,,"TRIPLE CANOPY INC — Healthcare","IGF::OT::IGF BAGHDAD PROTECTIVE SECURITY OFFICE OF OVERSEAS PROTECTIVE SERVICES  BUREAU FOR DIPLOMATIC SECURITY US DEPARTMENT OF STATE","2016-09-30 00:00:00","expired","TRIPLE CANOPY INC","SAQMMA16F4675","$648,205,281.61",,,"85","monitor","https://www.usaspending.gov/award/SAQMMA16F4675","{""internal_id"":312053926,""Award ID"":""SAQMMA16F4675"",""Recipient Name"":""TRIPLE CANOPY INC"",""Award Amount"":648205281.61,""Awarding Agency"":""Department of State"",""Awarding Sub Agency"":""Department of State"",""Start Date"":""2016-09-30"",""End Date"":""2022-06-27"",""Description"":""IGF::OT::IGF BAGHDAD PROTECTIVE SECURITY OFFICE OF OVERSEAS PROTECTIVE SERVICES  BUREAU FOR DIPLOMATIC SECURITY US DEPARTMENT OF STATE"",""NAICS Code"":null,""NAICS Description"":null,""awarding_agency_id"":315,""agency_slug"":""department-of-state"",""generated_internal_id"":""CONT_AWD_SAQMMA16F4675_1900_SAQMMA16D0048_1900""}","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11"
"50c7e2d1-7250-5a03-8a28-93f58f16029c","deployment-medical","state_dept","State Department",,,"South Sudan","South Sudan - Level 4: Do Not Travel","Do not travel<p>to <b>South Sudan </b>due to risk of <b>unrest</b>, <b>crime</b>, <b>kidnapping</b>, <b>landmines</b>, and <b>health</b> risks.</p>
<p> </p>
<p> </p>
<p><span class='body-regular'>The U.S. government has limited ability to provide emergency consular services to U.S. citizens in South Sudan<b>&nbsp;</b>due to the health and security situation</span></p>
<ul>
<li><span class='bo","2026-05-17 00:00:00","active",,,,,"Travel Advisory","75","brief","https://travel.state.gov/content/tsg_aem/us/en/home/international-travel/travel-advisories/destination.ssd.html","{""title"":""South Sudan - Level 4: Do Not Travel"",""description"":""Do not travel<p>to <b>South Sudan </b>due to risk of <b>unrest</b>, <b>crime</b>, <b>kidnapping</b>, <b>landmines</b>, and <b>health</b> risks.</p>\r\n<p> </p>\r\n<p> </p>\r\n<p><span class='body-regular'>The U.S. government has limited ability to provide emergency consular services to U.S. citizens in South Sudan<b>&nbsp;</b>due to the health and security situation</span></p>\r\n<ul>\r\n<li><span class='body-regular'>Family members cannot join U.S. government employees who work in South Sudan.</span></li>\r\n<li><span class='body-regular'>U.S. government personnel working in South Sudan are under a strict curfew.</span></li>\r\n<li><span class='body-regular'>U.S. government personnel must use armored vehicles for nearly all movements.&nbsp;</span></li>\r\n<li><span class='body-regular'>Official travel outside Juba is limited.&nbsp;</span></li>\r\n<li><span class='body-regular'>Because of the serious crime threat in Juba, walking is restricted to a small area near the U.S. embassy during the day.&nbsp;</span></li>\r\n</ul>\r\n<p><span class='header-paragraph'>Health<br>\r\n</span><span class='body-regular'>On May 15, the U.S. Centers for Disease Control and Prevention (CDC) issued a&nbsp;<a href='https://wwwnc.cdc.gov/travel/notices/level2/ebola-democratic-republic-of-the-congo' target='_blank'><span class='links_external'>Level 2 (Practice Enhanced Precautions) Travel Health Notice for Ebola</span></a>&nbsp;for the Democratic Republic of the Congo (DRC).&nbsp;</span></p>\r\n<p><span class='body-regular'>On May 17, the World Health Organization (WHO) declared the Ebola outbreak in the DRC and Uganda a&nbsp;<a href='https://www.who.int/news/item/17-05-2026-epidemic-of-ebola-disease-in-the-democratic-republic-of-the-congo-and-uganda-determined-a-public-health-emergency-of-international-concern' target='_blank'><span class='links_external'>Public Health Emergency of International Concern</span></a>.&nbsp;</span></p>\r\n<p><span class='body-regular'>Medical services in South Sudan are extremely limited. Adequate medical treatment, as well as access to routine an emergency procedures, is often unavailable, and even minor health issues could require medical evacuation. All medical services, including medical evacuation, are at your expense. If you purchase additional medical insurance, be sure to keep records of all medical services paid for and provided.</span></p>\r\n<p><span class='body-regular'><span class='header-paragraph'>Unrest<br>\r\n </span>Armed conflict is ongoing and includes fighting between various political and ethnic groups. Weapons are readily available to the population. In addition, cattle raids occur throughout the country, often leading to violence.</span></p>\r\n<p><span class='body-regular'>Journalists regularly report being harassed in South Sudan. Many have been killed while covering the conflict. Reporting in South Sudan without the proper documentation from the South Sudanese Media Authority is illegal. Any journalistic work there is very dangerous.&nbsp;</span></p>\r\n<p><span class='body-regular'><span class='header-paragraph'>Crime<br>\r\n </span>Violent crime is common throughout South Sudan, including Juba. This includes carjackings, shootings, ambushes, assaults, robberies, and kidnappings.&nbsp;</span></p>\r\n<p><span class='body-regular'>Foreign nationals have been the victims of rape, sexual assault, armed robberies, and other violent crimes.&nbsp;</span></p>\r\n<p><span class='body-regular'><span class='header-paragraph'>Kidnapping<br>\r\n </span>Criminal groups have kidnapped and threatened to kill or hurt people to force a third party, like a government, to act or abstain from doing something as a condition of release.&nbsp;</span></p>\r\n<p><span class='body-regular'>Kidnapping for ransom happens occasionally in South Sudan. Criminal groups most frequently target local citizens, including those with other nationalities.</span></p>\r\n<p><span class='body-regular'><span class='header-paragraph'>Landmines<br>\r\n </span>Landmines are sparsely located throughout the country. While most locations are marked, unmarked unexploded ordinance remains a threat and causes multiple deaths each year.&nbsp;</span></p>"",""link"":""https://travel.state.gov/content/tsg_aem/us/en/home/international-travel/travel-advisories/destination.ssd.html"",""pubDate"":""Sun, 17 May 2026""}","2026-06-03 20:13:15.131","2026-06-03 20:13:15.131","2026-06-03 20:13:15.131"
